"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CTU1",48.6369016184024,-0.0575020630076424,0.154106554799315,-0.373131844278294,0.709050319068324,0.918375120117582
"CTU2",119.932229152548,-0.302389716556163,0.200845670496819,-1.5055824494905,0.132174396645172,0.53921778167215
"CUBN",36.7096470730188,-0.120126019224201,0.222885918739347,-0.538957417784125,0.589916236968215,0.870493560013504
"CUEDC1",258.018401968473,0.0578253736232619,0.174790114992644,0.330827482010041,0.740774801023583,0.929396118319954
"CUEDC2",760.498852158623,-0.057838388490376,0.117265924793304,-0.493224170553583,0.621854201190111,0.883498624741421
"CUL1",2049.26420195671,0.0825404082698528,0.0616507574438631,1.33883851054078,0.180623250819641,0.597023962682636
"CUL2",856.129575740523,-0.000123154202703133,0.0838506609727508,-0.00146873264055908,0.998828121323475,0.999759785402846
"CUL3",1744.45433819269,0.0388641203741829,0.0898703930502944,0.432446315800947,0.665417061931939,0.901851187188197
"CUL4A",2331.61617676559,-0.0452977090519892,0.0631308394470365,-0.717521095058328,0.473052624876121,0.81503968867295
"CUL4B",1485.78139406361,-0.0240795556311506,0.0960249335384644,-0.250763575082352,0.801996904771091,0.949588002864803
"CUL5",1022.41917657946,-0.0434956468662479,0.131570488716929,-0.330588168292265,0.740955584514102,0.929396118319954
"CUL7",1111.15872797375,0.000729483838477924,0.0805689551872998,0.00905415537265046,0.992775927919358,0.999059970139599
"CUL9",833.79863109277,-0.0717895868942201,0.0639226958639116,-1.12306882436649,0.261408265393245,0.674217952268171
"CUTA",1985.82755843865,0.0744340590840109,0.135127272948498,0.550844085430335,0.581740560189124,0.86677240215334
"CUTC",657.85392633147,-0.0263198033727709,0.0745606503710407,-0.352998575546137,0.724089508433959,0.922758078399197
"CUX1",1703.37453741144,0.0410732620984335,0.0479555282583749,0.856486490507182,0.391728742211434,0.76843849904615
"CUX2",2812.07640598178,-0.469903635753082,0.392987534895652,-1.19572147721645,0.231805267252213,0.64746821866182
"CWC15",1191.59498380038,0.108079450953245,0.104641926236958,1.03285035778587,0.301673933204505,0.705334961979466
"CWC22",564.906086990387,0.00770057397557203,0.0855532873482711,0.0900090950827461,0.928279987337223,0.984906808524283
"CWC25",729.47107858938,0.000177679061358719,0.0698118844623333,0.00254511194945016,0.997969296662365,0.999581210001427
"CWC27",290.33074008543,0.0781127249140626,0.0774460785635447,1.00860787741462,0.313162727927498,0.714611381218939
"CWF19L1",486.120892458826,-0.080970529949333,0.142796624131638,-0.567033922837629,0.570691134445426,0.862305441909545
"CWF19L2",339.940755074927,-0.116988002732187,0.10196146563654,-1.14737466749656,0.25122680633061,0.664321189907154
"CWH43",64.5895572676247,0.709908692462174,0.656337765023016,1.08162097367242,0.279420981042801,0.690743438945263
"CX3CL1",375.858048114282,-0.0895319380831271,0.15027797338987,-0.595775522277321,0.551325198028042,0.852625699780782
"CX3CR1",159.769384750318,0.415200652139695,0.217061421847272,1.91282563527957,0.0557703781885828,0.396553091737285
"CXADR",1991.49853926806,-0.0626356825481332,0.159279163006947,-0.393244674103426,0.694138776869239,0.912438061526628
"CXCL1",21.6160157590745,1.05745146250957,0.571739746068531,1.84953288586451,0.0643809037299516,0.417179191983406
"CXCL10",355.361167464817,1.09696679100576,0.279817732005142,3.92029048032452,8.84422996361644e-05,0.0293080092534321
"CXCL11",27.8979839377185,0.521003173496951,0.241237943624738,2.15970657711876,0.0307953917218491,0.32144879999753
"CXCL12",8634.23289044581,0.254577206874958,0.135717333511983,1.87578992518653,0.0606841319561635,0.40751276448309
"CXCL13",16.3858600417052,0.937528130721638,0.573040228905817,1.63605988450721,0.101827054843223,0.4929020100972
"CXCL14",1184.99016748677,0.116434285148699,0.173666995494295,0.670445669986409,0.5025737294599,0.830279106088009
"CXCL16",1595.95542400058,0.116039816448486,0.106752028890678,1.08700338208391,0.277035315010778,0.688412039179329
"CXCL2",3766.98557370151,-0.451570987840132,0.20663944576528,-2.18530874474502,0.0288662166528273,0.315004329328709
"CXCL3",6.86828718242764,0.878675983209741,0.612845904845424,1.43376332657614,0.151639813762535,0.563954990895638
"CXCL6",49.5214489435117,0.844540852952392,0.355410012003225,2.37624384353226,0.0174899004197674,0.26201641957968
"CXCL9",662.257071214471,1.04698217737663,0.376870554626106,2.77809493080546,0.00546786409459278,0.158942175760189
"CXCR1",79.1523971875225,-0.126652998740864,0.28512363122304,-0.444203793973811,0.656895249494614,0.898581883382074
"CXCR2",123.832597329418,-0.193659156770562,0.248134132780798,-0.780461577777536,0.435119234760351,0.794519532882907
"CXCR2P1",569.153773763414,0.127352697542916,0.198024273436087,0.643116600470798,0.520148443639845,0.838359879637023
"CXCR3",16.2097076519982,0.653603427346098,0.406816986155872,1.60662767187324,0.108136068502338,0.503295649075971
"CXCR4",635.752589083947,0.48105295677781,0.220921563961971,2.17748303131069,0.0294445465214317,0.315187518214651
"CXCR6",164.42354409284,0.332217404140117,0.194643863507608,1.70679618742325,0.0878599413234309,0.468992064364667
"CXCR7",127.741957654536,0.684537313617203,0.200727244101078,3.41028601614486,0.000648947854593937,0.0634352784117043
"CXXC1",822.447234528322,-0.0783591366098574,0.0953495923406043,-0.821808826722046,0.411185709321225,0.779130716511034
"CXXC4",104.572379219247,-0.43484946439711,0.259661690731779,-1.67467701212149,0.0939976200969757,0.481716943660972
"CXXC5",479.438766801476,-0.239823452020345,0.116810381877353,-2.05310048786717,0.0400628326664207,0.348195306313358
"CXorf21",51.9049993722855,0.301373728196815,0.185698684656076,1.62291794772254,0.104606946329212,0.497340744255012
"CXorf23",206.447101829002,0.0420424937279301,0.112833806649996,0.372605471499722,0.709442099980341,0.918375120117582
"CXorf31",6.33130795635224,-0.215319984410827,0.365296771946429,-0.589438508485926,0.555567150581177,NA
"CXorf36",93.4328638916595,-0.140925452493603,0.267846246434225,-0.526143092799361,0.598788789650608,0.873061500787078
"CXorf38",549.578266781252,0.0462856784837691,0.0750089013973652,0.61706914274837,0.537189120783658,0.846958468195302
"CXorf40A",235.909397882486,-0.0123301400783384,0.102889378305848,-0.119838804367988,0.904610841993433,0.978853206267647
"CXorf40B",477.301852682067,-0.0283193169254876,0.0585557129794508,-0.48363029813036,0.628648268323557,0.886216491412321
"CXorf56",316.757879165362,-0.019553014361656,0.113707019536018,-0.171959606728258,0.863469285051286,0.966285464272238
"CXorf57",80.6388475387001,-0.200944695430057,0.162937314989252,-1.23326381954503,0.217477351770759,0.631947414410785
"CXorf64",5.97190792222337,-0.155792348380597,0.758832886794078,-0.205305214220207,0.83733367047205,NA
"CXorf66",11.4909580781546,-0.472213729093102,0.321791117363672,-1.46745420744299,0.142252537583117,0.551742461920633
"CYB561",651.697945274812,0.195797376431159,0.146718376736091,1.33451160506873,0.182036246110407,0.598198832572278
"CYB561A3",1000.71968897578,0.0147688481580197,0.108261259260663,0.136418588319395,0.891490379692367,0.975223625117556
"CYB561D1",449.128516995013,0.183922168610768,0.0838896342569507,2.19243021190701,0.0283484571225438,0.312948654335281
"CYB561D2",436.470307385392,0.0766820258605055,0.123731810587494,0.619743827366703,0.535426456174524,0.845547174261884
"CYB5A",22727.6138191441,-0.0722493696596191,0.10424443707622,-0.6930765006366,0.488261544032198,0.821880889956969
"CYB5B",1445.43148269112,0.0893877529022885,0.0930253859926043,0.960896339730265,0.336604291386978,0.731254429046307
"CYB5D1",359.03395361693,-0.0728766883508834,0.0731301825037475,-0.996533658960154,0.318990921366901,0.719817588198232
